periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-01-01;2026-01-14;9761761;Consulta;No aplica / condiciones;El cliente reclama reintegros pendientes de Farmacenter. Tras la revisión, se confirma que los pagos del 09/01 y 13/01 no califican para el beneficio, ya que se utilizaron terminales de la Red Infonet en lugar de la Red Upay, incumpliendo las bases y condiciones. Se envió la aclaración al cliente, quien no dio seguimiento a la conversación.
2026-01-01;2026-01-14;9761795;Consulta;Reclamo / revision;Cliente consulta por reclamo de reintegro. Se solicita prioridad.
2026-01-01;2026-01-14;9762151;Consulta;No aplica / condiciones;Consulta por reintegros y se le indica que no aplica, según BYC solo sería abonando con TD y no con la TD. VC-02062766 VC-02062779
2026-01-01;2026-01-14;9762249;Consulta;Seguimiento interno;"cliente llama indicando que se acerca a la petromax de caacupe lagora, realizando una recarga de 100.000 guaranies, llama reclamando reintegro, le comentamos que este mes no estaria adherido dicha ubicacion, el indica que siempre se va ahi y recibe reintegros, pero este mes no verificamos ninguna compra, cliente indica que ira a consultar en el local mismio.
adjuntamos verif."
2026-01-01;2026-01-14;9762456;Consulta;Reclamo / revision;"cliente consulta por un reintegro pendiente de uenoel de  fecha 23/ 12, ya le indicaron que le harían el reintegro manual y aun no lo ve, verificamos y vemos que aún no se realizó porque esta pendiente por alianzas, le comentamos al cliente que solamente porque estamos aguarando el reintegro de alianzas, cliente en ningun momento esta molesto, agradece la buena atención 
CORREO
23/12"
2026-01-01;2026-01-14;9762670;Consulta;Solo nro. caso;09761027
2026-01-01;2026-01-14;9762681;Consulta;Seguimiento interno;"La cliente llamó por dos problemas con Flybondi: primero, no le aparecía el descuento de la promoción y, segundo, no podía cargar su tarjeta de débito porque la página le daba un error diciendo que ""solo se aceptan tarjetas de débito"" (a pesar de que la suya lo es).
Durante la llamada, intentamos ayudarla probando desde su celular y desde una computadora, pero el error seguía apareciendo. Como verificamos que la tarjeta está activa y funciona perfectamente para cualquier compra, enviamos un correo al área de Alianzas para consultar qué está pasando con esa plataforma específicamente. Adjunto imagen del correo remitido en sl."
2026-01-01;2026-01-14;9762987;Consulta;No aplica / condiciones;"Cliente reclama reintegro por compra en Petropar Aregua en fecha 31/12/2025 por los montos 250.000 con su crédito y 50.000 con su debito a través del pos upay.
Verificamos B&C y vemos que el cliente ya llegó a su tope de reintegro de 125.000 para el nivel 5 (4ta semana) para crédito y 25.000 para el nivel 5 (4ta semana) con debito.
Se informa esto al cliente y agradece amablemente atención."
2026-01-01;2026-01-14;9763034;Consulta;Seguimiento interno;El cliente reclama el reintegro de una compra realizada el 30/12/2025. Verifico el comprobante facilitado e indico que según las bases y condiciones de la promoción de Supermercados de diciembre, el beneficio aplica a compras iguales o superiores a Gs. 300.000 en una sola transacción y po ese motivo su compra no califica por ser de un monto menor. El cliente menciona que anteriormente recibió reintegros por montos menores, le menciono que en el mes de diciembre las compras aplicarían al reintegro si son iguales o mayores a Gs 300.000 y adjunto BYC para que pueda verificar lo mencionado.
2026-01-01;2026-01-14;9763522;Consulta;Reclamo / revision;Se recibe contacto por la compra 4591680966 (tienda NICE), solicitando el beneficio de la promoción de diciembre (30% reintegro + 12 cuotas). Tras la revisión, se identifica que la operación fue realizada el 24/12, fecha fuera de la vigencia estipulada en las bases y condiciones, las cuales limitaban el reintegro a los días 20 y 23 de diciembre. Se le brinda la explicación correspondiente al cliente, quien finaliza el contacto de manera conforme.
2026-01-01;2026-01-14;9764407;Consulta;Seguimiento interno;El cliente consulta por una promoción de la categoría Koala, que indicaba 45% en caja más reintegro, y menciona que no recibió el descuento ni el reintegro. Se le informa que el reintegro se gestiona directamente con nosotros y que aún se encuentra dentro del plazo de acreditación automática de hasta 8 días hábiles, por lo que solo resta aguardar. En cuanto al descuento en caja, se le indica que debe verificarlo directamente con el comercio, ya que depende de sus condiciones. El cliente aclara que pagó el 10 de enero, antes de la finalización de la promoción el 11, y solicita poder enviar evidencia. Se acuerda continuar la comunicación mediante llamada en 10 minutos para seguimiento, no responde y se deja mensaje de voz.
2026-01-01;2026-01-14;9764572;Consulta;No aplica / condiciones;Cliente se contacta en referencia mencionando que no recibio su reintegro de dos compras que realizo. le indico que no corresponde el reintegro.
2026-01-01;2026-01-14;9764995;Consulta;Seguimiento interno;"Cliente se contacta sobre su reintegro en monchis no procesado, se verifica que esta aun dentro de los días habiles. Adjunto datos del reintegro. 

📌Nombre y Apellido: Evelyn Magali Duarte Dominguez
📌C.I: 3636854
📌Fecha de compra: 11/01/2026 20:22:33
📌Nro. De Comprobante: 4659326936
📌Monto de la compra: 79.000
📌Monto a reintegrar: 31,600
📌Reintegro: 40%
📌Promoción: Bolsa Monchis 
📌Comercio: MONCHIS 
📌Medio de pago: TC
📌Nivel: 5"
2026-01-01;2026-01-14;9765049;Consulta;No aplica / condiciones;"El cliente consulta sobre una compra realizada en Petropar el día 09/01/2026 por el monto de Gs. 200.000. Se le informa que, tras la verificación, se registra una compra previa el día 03/01/2026 por el mismo monto, la cual figura correctamente en las ByC. Asimismo, se le indica que el reintegro reclamado no corresponde, ya que se constata que ha alcanzado el tope máximo de reintegros semanales segun ByC.

Se le proporciona ByC actualizadas mediante correo"
2026-01-01;2026-01-14;9765276;Consulta;No aplica / condiciones;Cliente consulta por un reintegro de petropar, se verifica que habría llegado a su tope del mes de diciembre, le remito byc
2026-01-01;2026-01-14;9765828;Consulta;Seguimiento interno;Cliente consulta por reintegro de Copetrol de la fecha 02/01/2026, le consulto la dirección de la estación, indica que sería 11 de septiembre e/ 15 de agosto y 16 de julio, verifico y le menciono, veo que la estación se encontraría adherida por el pos de la red upay. Adjunto BYC, cliente indica que entiende y agradece.
2026-01-01;2026-01-14;9765829;Consulta;No aplica / condiciones;"¡Buenas!

El cliente Cristhian Ernesto Esposito Rodriguez con ci: 1558969, reclama que en la fecha 31/12/2025 estuvo realizando una compra con su TC BLACK, en Uela por el monto: 8.885.532 gs  ya que estuvo viendo que teníamos promoción de cuotas sin intereses y reintegro del 40% con tope de compra de 6.000.000 segun su nivel en ese momento, se verifica su pago y se visualiza que el estuvo pagando con INFONET, pero en en la promoción indica que solo con UPAY se procesarían los beneficios.
Cliente indica que al momento de comprar solo le aparecía una sola opción y que en caso de no procesarle sus beneficios de reintegro y cuotas sin intereses , va a estar solicitando la cancelación de su TC BLACK o también aceptaría  que le realicen la baja de su compra realizada en uela, le devuelvan su importe completo y que se deje sin efecto esa operación."
2026-01-01;2026-01-14;9766057;Consulta;No aplica / condiciones;cliente consulta acerca de un reintegro, se verifica que en este caso no aplica debido a que la compra que realizo no cumple con el mínimo estipulado en bases y condiciones, se le brinda la información , agradece y finaliza chat.
2026-01-01;2026-01-14;9766174;Consulta;No aplica / condiciones;Cliente consulta por la promoción 30% de reintegro en comercios adheridos, se le informa por llamada que para que la compra aplique a la promoción según las BYC la compra mínima debe ser igual o mayor a 300.000gs y se verifica que la compra realizada fue de un monto menor por ende por esa razón no se acreditó el reintegro. Cliente comprende y agradece la información.
2026-01-01;2026-01-14;9766363;Consulta;No aplica / condiciones;buenos dias compañeros, cliente se contacta en referencia a un reintengro que no se proceso del la fecha domingo, indico que cargo combustible en la estacion de servicio petropar el dia domingo 11/01 por el monto de 250.000gs, se verifico y el cliente ya llego al tope de reintengro que corresponde a la primera semana porque en la fecha 04 realizo carga de combustible y ya se realizo el reintengro de 125.000gs se le indico todo los detalles y comprendio de buena forma
2026-01-01;2026-01-14;9766513;Consulta;Seguimiento interno;Cliente recontacto Caso 09300672, intento contención, realizo solicitud de prioridad a TL Maleni e insistencia en caso.
2026-01-01;2026-01-14;9766658;Consulta;No aplica / condiciones;Cliente se contacta consultando el porque no se le habia reintegrado de sus pagos en el cit con fecha 30/12, se le indica que fue porque ya alcanzo su tope de compra en fecha 20/12, entiende y agradece
2026-01-01;2026-01-14;9767341;Consulta;No aplica / condiciones;"El cliente se contacto respecto a su reintegro segun nuestras bases y condiciones no aplica en la forma del pago del cliente
Se realiza saliente sin exito
VC-02064681
VC-02064679"
2026-01-01;2026-01-14;9767372;Consulta;No aplica / condiciones;Cliente se contacta consultando por como funcionaria las byc de la bolsa de supermercados, por el limite de reintegro que puede recibir en la cuenta por las compras que va a realizar, se indica que el tope es de 400.000 y es lo máximo que puede recibir siempre y cuando llegue a su cupo o limite
2026-01-01;2026-01-14;9767640;Consulta;Reclamo / revision;"En contacto con el cliente, reclama sobre un reintegro que no estuvo recibiendo por la promoción de Supermercados
Se verifica que la compra fue menor a Gs.300.000, se le indica sobre la condición de compra igual o mayor a Gs.300.000 para que pueda corroborar en las bases y condiciones."
2026-01-01;2026-01-14;9767812;Consulta;Reclamo / revision;Cliente consulta por su reclamo caso 07915806, indicamos que el recibio el reintegro en fecha 09 y enviamos extracto. Agradece y se despide
2026-01-01;2026-01-14;9768500;Consulta;Reclamo / revision;Cliente menciona que en fecha 04/01/2025 realizo una compra en el ahorrazo y no se le hizo reintegro menciona que preguntaron bien antes en el comercio y le indicaron que si se le iba a reintegrar. Indico que no se le proceso el reintegro ya que le cobraron con el pos de bancard y debía ser con pos de upay. Indico que en las byc indica que debe ser con el pos de upay y debe reclamar al comercio porque no le hicieron el cobro segun byc. cliente se molesta y corta.
2026-01-01;2026-01-14;9768589;Consulta;No aplica / condiciones;Cliente consulta por reintegro no aplicado en compra realizada en fecha 30/12/25 por valor de 479622 en Comercio SUP.SALEMMA-SSL SAN LORENZO. Se indica no aplica pues abono con pos infonet
2026-01-01;2026-01-14;9768898;Consulta;Reclamo / revision;La cliente Jazmín se comunicó por tercera vez para reclamar un reintegro pendiente aún no acreditado. Se le brindó contención ante su disconformidad por la demora y se le confirmó que el caso continúa en proceso de validación por el equipo técnico. Se le ofrecieron las disculpas correspondientes y se reiteró el compromiso de informarle la resolución de manera inmediata a través de este canal. El caso permanece en seguimiento prioritario debido a la reincidencia del contacto.
